category,material_tier,size,labor_hours,complexity_score,quality_score,market_saturation,hourly_wage,material_cost,price
Pottery,Premium,Medium,17.9,1.25,69.2,0.702,95.5,216.0,2649.0
Jewelry,Economy,Large,2.8,5.86,61.9,0.527,85.3,768.0,1935.0
Textile,Standard,Small,2.3,3.77,72.4,0.637,65.1,281.7,685.0
Woodwork,Economy,Small,10.3,2.63,92.4,0.196,88.8,224.0,2051.0
Painting,Economy,Large,18.9,5.03,100.0,0.85,146.0,320.0,5124.0
Leatherwork,Premium,Medium,12.5,1.79,22.7,0.86,97.8,810.0,1739.0
Woodwork,Standard,Medium,18.4,2.26,76.3,0.05,147.3,460.0,6149.0
Metalware,Standard,Medium,4.9,5.25,100.0,0.62,95.1,575.0,2217.0
Painting,Economy,Medium,6.3,3.87,73.6,0.772,64.1,200.0,963.0
Pottery,Economy,Medium,2.5,1.53,79.7,0.554,109.0,96.0,456.0
Pottery,Premium,Medium,6.1,5.7,59.7,0.337,60.4,216.0,1083.0
Painting,Standard,Small,1.7,6.32,74.9,0.196,115.5,201.2,879.0
Woodwork,Premium,Small,4.4,5.84,79.6,0.878,122.3,504.0,1866.0
Textile,Standard,Medium,10.8,2.15,70.1,0.48,97.2,402.5,2130.0
BambooCane,Economy,Medium,5.2,5.53,72.3,0.837,104.1,120.0,1035.0
Metalware,Standard,Large,4.6,2.5,75.7,0.193,133.6,920.0,2948.0
Woodwork,Standard,Small,9.9,2.63,89.3,0.348,84.8,322.0,2091.0
Woodwork,Standard,Medium,8.3,1.86,76.1,0.485,142.4,460.0,2555.0
Woodwork,Economy,Medium,17.4,4.82,89.8,0.391,88.8,320.0,4230.0
Metalware,Premium,Large,5.7,4.77,68.0,0.35,84.0,1440.0,3631.0
Jewelry,Economy,Medium,10.1,2.29,67.6,0.663,75.5,480.0,1525.0
Textile,Economy,Medium,15.0,7.06,67.2,0.445,110.9,280.0,3816.0
Metalware,Standard,Small,12.8,0.98,60.6,0.717,129.8,402.5,2561.0
Jewelry,Standard,Medium,4.2,6.81,55.0,0.314,68.3,690.0,2024.0
Painting,Economy,Medium,6.1,1.94,76.2,0.886,65.7,200.0,708.0
BambooCane,Economy,Medium,3.8,2.44,53.8,0.495,69.1,120.0,489.0
Woodwork,Premium,Medium,3.9,1.52,56.5,0.832,74.6,720.0,1210.0
Painting,Standard,Medium,9.4,8.53,67.0,0.339,64.5,287.5,2309.0
Jewelry,Premium,Small,9.2,4.36,67.8,0.514,77.5,756.0,2238.0
Pottery,Economy,Small,18.3,4.31,55.2,0.592,112.0,67.2,2811.0
Woodwork,Economy,Medium,3.8,3.69,61.1,0.172,148.0,320.0,1474.0
Jewelry,Standard,Large,3.6,1.25,84.3,0.748,124.1,1104.0,2098.0
Jewelry,Economy,Medium,11.2,2.83,55.0,0.105,77.3,480.0,2434.0
Textile,Standard,Large,9.5,5.54,49.2,0.743,82.4,644.0,2112.0
Leatherwork,Economy,Medium,8.2,6.5,66.3,0.517,129.4,360.0,2630.0
Painting,Premium,Medium,10.1,1.93,68.1,0.313,120.4,450.0,2644.0
Textile,Premium,Large,11.6,1.81,54.9,0.473,73.6,1008.0,2508.0
Metalware,Standard,Small,6.8,4.78,41.1,0.599,135.7,402.5,1697.0
Woodwork,Standard,Medium,13.9,6.59,73.1,0.635,81.4,460.0,3067.0
Metalware,Economy,Medium,5.6,1.29,77.2,0.562,80.1,400.0,1111.0
Metalware,Economy,Small,6.9,5.7,84.6,0.285,127.6,280.0,2652.0
Painting,Standard,Medium,7.9,3.29,87.5,0.15,105.8,287.5,2164.0
Textile,Standard,Medium,13.6,5.82,81.8,0.608,71.2,402.5,2937.0
Metalware,Standard,Small,21.0,2.98,84.1,0.584,145.8,402.5,5312.0
Painting,Standard,Medium,6.8,2.68,74.0,0.533,66.6,287.5,947.0
Metalware,Premium,Medium,6.1,6.5,48.7,0.126,97.0,900.0,3037.0
Pottery,Standard,Large,18.2,1.68,92.4,0.374,129.5,220.8,4245.0
Woodwork,Premium,Large,8.2,3.18,69.4,0.774,95.0,1152.0,2546.0
Woodwork,Economy,Small,2.3,6.74,82.8,0.387,105.8,224.0,1156.0
Painting,Premium,Large,9.9,6.6,80.2,0.763,135.4,720.0,3761.0
Leatherwork,Standard,Medium,8.4,0.94,78.3,0.443,68.2,517.5,1518.0
Textile,Premium,Small,3.7,5.89,71.1,0.71,87.1,441.0,1215.0
Textile,Standard,Medium,4.7,5.99,34.3,0.645,95.1,402.5,1144.0
Painting,Economy,Small,7.1,3.54,69.1,0.244,105.8,140.0,1770.0
Pottery,Standard,Large,10.4,4.31,73.5,0.807,96.9,220.8,1723.0
Woodwork,Standard,Medium,5.3,3.54,63.9,0.41,102.8,460.0,1368.0
BambooCane,Economy,Small,6.9,3.25,66.0,0.638,73.3,84.0,700.0
Painting,Standard,Medium,7.3,7.05,95.2,0.369,100.6,287.5,2476.0
Leatherwork,Standard,Medium,15.6,3.34,71.9,0.23,60.8,517.5,2519.0
BambooCane,Economy,Medium,8.8,4.27,62.8,0.383,111.4,120.0,1766.0
Woodwork,Premium,Medium,3.9,5.49,82.6,0.454,69.8,720.0,1723.0
Textile,Standard,Medium,18.3,1.51,70.8,0.571,71.1,402.5,2319.0
Textile,Standard,Large,3.7,4.33,85.2,0.247,117.8,644.0,2034.0
Woodwork,Premium,Small,11.0,3.97,79.3,0.459,99.3,504.0,2773.0
Leatherwork,Economy,Medium,11.7,3.33,78.3,0.445,137.5,360.0,3111.0
Woodwork,Standard,Small,9.2,5.71,65.7,0.286,76.1,322.0,1831.0
Textile,Standard,Large,23.2,6.38,51.0,0.142,96.5,644.0,5580.0
Leatherwork,Economy,Medium,3.5,6.19,51.6,0.686,101.3,360.0,959.0
Painting,Standard,Medium,10.8,0.84,68.5,0.56,111.2,287.5,1971.0
Jewelry,Economy,Small,1.0,2.0,89.4,0.389,113.8,336.0,743.0
Jewelry,Economy,Medium,11.1,2.09,84.7,0.38,77.5,480.0,2523.0
Pottery,Economy,Medium,18.0,2.12,85.4,0.258,85.1,96.0,2915.0
Jewelry,Economy,Large,4.5,6.17,72.4,0.655,61.7,768.0,1873.0
Pottery,Economy,Large,2.4,1.74,76.7,0.093,114.0,153.6,821.0
BambooCane,Economy,Medium,8.6,2.45,62.5,0.526,140.5,120.0,1962.0
Woodwork,Standard,Small,22.2,3.69,66.9,0.108,128.3,322.0,5910.0
Jewelry,Standard,Medium,11.9,4.7,56.6,0.725,90.3,690.0,2331.0
Painting,Economy,Medium,4.8,2.79,91.2,0.197,148.9,200.0,1447.0
Jewelry,Standard,Medium,7.5,0.7,64.1,0.416,87.3,690.0,1673.0
Woodwork,Economy,Medium,2.8,4.65,81.3,0.93,92.7,320.0,811.0
Woodwork,Standard,Small,7.5,7.37,86.7,0.282,84.5,322.0,2160.0
Woodwork,Economy,Small,25.9,0.52,82.5,0.456,91.1,224.0,4275.0
Painting,Standard,Medium,15.6,2.89,67.0,0.77,76.3,287.5,1978.0
Metalware,Economy,Medium,4.6,7.56,56.8,0.432,132.7,400.0,2064.0
Leatherwork,Premium,Small,3.1,1.68,98.2,0.834,132.7,567.0,1507.0
Pottery,Premium,Large,3.3,1.04,71.3,0.733,88.6,345.6,908.0
Pottery,Economy,Medium,19.6,5.8,91.0,0.674,79.7,96.0,3234.0
BambooCane,Economy,Small,7.3,3.61,53.4,0.829,124.6,84.0,1308.0
Jewelry,Premium,Medium,1.5,6.15,64.4,0.235,142.5,1080.0,2485.0
Metalware,Standard,Medium,9.9,4.71,81.8,0.438,89.6,575.0,2679.0
Leatherwork,Standard,Small,14.9,3.97,68.2,0.455,107.7,362.2,2929.0
Painting,Standard,Medium,13.8,5.79,78.2,0.263,92.3,287.5,3142.0
Metalware,Premium,Medium,11.1,6.64,89.7,0.634,64.6,900.0,3362.0
BambooCane,Premium,Small,7.7,1.86,76.1,0.61,129.3,189.0,1445.0
Textile,Economy,Large,2.0,4.95,63.1,0.515,89.0,448.0,1209.0
Painting,Premium,Medium,8.5,4.49,50.8,0.696,67.8,450.0,1538.0
Metalware,Standard,Medium,5.8,7.3,49.0,0.288,148.4,575.0,3166.0
Pottery,Economy,Small,17.6,4.2,78.8,0.801,133.7,67.2,3321.0
Pottery,Economy,Small,4.0,3.6,72.5,0.385,94.6,67.2,686.0
Textile,Standard,Large,6.7,0.68,69.3,0.842,120.1,644.0,1670.0
Pottery,Standard,Large,14.3,8.66,51.1,0.689,67.4,220.8,2083.0
Leatherwork,Premium,Medium,1.1,3.62,71.3,0.711,129.4,810.0,1533.0
Leatherwork,Standard,Medium,1.9,1.28,54.5,0.758,91.4,517.5,816.0
BambooCane,Economy,Large,17.8,4.3,68.5,0.427,67.3,192.0,2323.0
Textile,Standard,Medium,2.4,6.76,96.1,0.63,120.9,402.5,1401.0
BambooCane,Standard,Medium,22.0,3.47,95.9,0.8,69.7,172.5,2594.0
Metalware,Economy,Medium,5.7,5.83,68.5,0.316,73.6,400.0,1824.0
Woodwork,Economy,Large,19.3,3.72,98.1,0.344,136.1,512.0,6592.0
Metalware,Economy,Small,2.5,4.58,93.6,0.648,140.5,280.0,1170.0
Pottery,Economy,Small,6.5,5.2,80.9,0.743,97.7,67.2,1104.0
BambooCane,Standard,Medium,13.4,2.37,38.3,0.92,113.1,172.5,1758.0
Jewelry,Economy,Small,9.0,0.5,68.1,0.241,148.3,336.0,2338.0
Painting,Standard,Small,13.6,3.98,83.9,0.664,124.6,201.2,3321.0
BambooCane,Economy,Medium,10.4,1.98,64.4,0.137,91.0,120.0,1765.0
Metalware,Economy,Medium,10.9,5.78,63.1,0.497,125.4,400.0,3317.0
Jewelry,Premium,Small,18.8,0.62,92.1,0.682,65.1,756.0,2569.0
Textile,Premium,Small,13.3,4.68,51.7,0.536,143.5,441.0,3799.0
Textile,Economy,Medium,7.6,4.04,39.9,0.194,89.6,280.0,1509.0
Woodwork,Economy,Medium,8.6,1.74,74.2,0.433,90.3,320.0,1510.0
Jewelry,Economy,Large,9.3,3.69,57.1,0.372,82.3,768.0,2559.0
Pottery,Standard,Large,1.8,3.24,77.9,0.311,147.6,220.8,905.0
BambooCane,Standard,Large,1.0,4.17,84.7,0.665,72.7,276.0,529.0
Jewelry,Standard,Large,2.6,3.16,61.1,0.635,143.5,1104.0,2292.0
Leatherwork,Economy,Medium,4.4,7.55,37.3,0.335,85.3,360.0,1264.0
Woodwork,Standard,Medium,4.8,7.53,89.2,0.368,129.5,460.0,2856.0
Woodwork,Standard,Large,4.9,3.26,74.2,0.532,66.5,736.0,1801.0
Jewelry,Standard,Large,5.5,4.98,75.6,0.605,130.5,1104.0,3372.0
Textile,Premium,Medium,14.7,3.59,82.9,0.636,117.8,630.0,3530.0
BambooCane,Economy,Medium,8.0,6.64,24.0,0.608,132.4,120.0,1802.0
Pottery,Standard,Medium,15.6,4.95,51.2,0.448,84.1,138.0,2368.0
BambooCane,Premium,Medium,14.1,4.24,64.3,0.749,66.6,270.0,1871.0
Woodwork,Economy,Medium,4.6,3.2,82.0,0.249,93.2,320.0,1256.0
Jewelry,Standard,Large,3.1,5.53,79.5,0.782,75.5,1104.0,2417.0
Leatherwork,Standard,Medium,27.8,7.07,51.8,0.648,72.1,517.5,4123.0
Textile,Standard,Small,5.5,3.26,79.2,0.242,140.2,281.7,2155.0
Painting,Economy,Large,6.1,3.65,47.9,0.475,79.4,320.0,1204.0
Pottery,Standard,Small,1.8,5.57,58.6,0.596,62.2,96.6,340.0
Painting,Premium,Small,9.7,2.14,91.3,0.433,137.2,315.0,3024.0
Painting,Economy,Large,8.5,3.98,87.2,0.543,104.3,320.0,2435.0
Woodwork,Standard,Small,3.4,0.79,50.1,0.444,128.1,322.0,932.0
Leatherwork,Standard,Medium,3.8,0.58,42.2,0.543,68.5,517.5,952.0
Leatherwork,Premium,Medium,5.1,0.74,100.0,0.337,77.6,810.0,1760.0
Textile,Standard,Small,11.2,2.92,59.1,0.092,136.3,281.7,2908.0
Leatherwork,Economy,Medium,10.8,5.03,79.3,0.907,115.0,360.0,2702.0
Jewelry,Economy,Small,9.8,1.64,58.5,0.106,122.4,336.0,2674.0
BambooCane,Standard,Medium,16.3,2.06,87.6,0.593,132.9,172.5,4024.0
Woodwork,Standard,Large,3.5,2.15,80.2,0.291,148.6,736.0,2254.0
Leatherwork,Economy,Medium,9.9,4.87,79.7,0.911,111.1,360.0,2186.0
Leatherwork,Premium,Large,10.7,3.95,76.2,0.533,101.7,1296.0,3818.0
Leatherwork,Premium,Medium,3.1,2.69,65.8,0.808,147.4,810.0,1820.0
BambooCane,Standard,Small,17.4,2.89,98.5,0.725,110.7,120.7,2946.0
BambooCane,Standard,Small,12.4,2.9,63.4,0.599,89.0,120.7,1427.0
Painting,Standard,Medium,9.4,6.98,78.9,0.572,61.1,287.5,1771.0
Pottery,Economy,Medium,15.8,2.58,84.9,0.788,94.3,96.0,2185.0
Textile,Economy,Large,9.6,1.86,95.9,0.235,106.4,448.0,2858.0
Metalware,Standard,Small,11.4,5.13,88.2,0.563,87.2,402.5,2504.0
Metalware,Standard,Medium,19.4,4.19,64.0,0.438,82.9,575.0,3993.0
Leatherwork,Premium,Large,4.6,6.22,63.1,0.648,103.5,1296.0,2867.0
Metalware,Economy,Small,12.1,1.83,65.1,0.273,64.9,280.0,1448.0
BambooCane,Standard,Medium,18.5,3.77,93.7,0.42,118.6,172.5,4481.0
BambooCane,Economy,Large,9.3,6.7,100.0,0.685,72.1,192.0,2012.0
Painting,Standard,Small,9.9,1.78,77.9,0.296,137.3,201.2,2615.0
Painting,Economy,Medium,1.4,2.36,71.4,0.517,131.9,200.0,624.0
Leatherwork,Standard,Small,8.8,5.76,64.4,0.912,147.9,362.2,2234.0
Woodwork,Economy,Small,9.7,1.5,72.7,0.299,62.8,224.0,1308.0
Textile,Premium,Medium,7.0,2.06,86.1,0.514,80.8,630.0,1932.0
Woodwork,Standard,Small,6.3,4.19,68.4,0.304,60.3,322.0,1295.0
BambooCane,Premium,Medium,11.7,3.08,81.1,0.43,80.2,270.0,1768.0
Jewelry,Standard,Medium,2.5,3.54,74.5,0.803,140.8,690.0,1574.0
Jewelry,Standard,Large,13.2,1.32,47.9,0.759,122.5,1104.0,3036.0
Jewelry,Standard,Large,7.3,1.81,89.4,0.407,66.5,1104.0,2495.0
Painting,Standard,Medium,14.9,1.0,69.3,0.868,80.4,287.5,1765.0
Pottery,Premium,Medium,7.4,6.53,74.6,0.315,104.6,216.0,1975.0
Jewelry,Economy,Medium,9.2,6.32,77.6,0.247,129.9,480.0,3372.0
Jewelry,Standard,Small,7.7,0.5,87.6,0.511,115.6,483.0,1826.0
Leatherwork,Premium,Medium,26.6,4.63,73.3,0.347,144.2,810.0,8189.0
Painting,Economy,Medium,7.2,7.43,75.7,0.05,82.0,200.0,2039.0
Woodwork,Economy,Large,9.9,4.12,80.5,0.266,82.5,512.0,2568.0
Textile,Premium,Medium,6.9,6.2,95.0,0.421,108.1,630.0,2548.0
Textile,Economy,Large,17.2,3.48,78.1,0.596,109.5,448.0,3356.0
Leatherwork,Premium,Medium,4.3,0.68,86.8,0.188,78.2,810.0,1718.0
Jewelry,Standard,Large,5.4,3.1,74.5,0.801,113.1,1104.0,2345.0
BambooCane,Economy,Large,12.9,2.02,63.4,0.623,98.4,192.0,1834.0
Painting,Premium,Medium,9.1,1.54,84.9,0.694,142.3,450.0,2351.0
BambooCane,Premium,Medium,4.0,3.14,71.1,0.315,98.4,270.0,1142.0
Jewelry,Premium,Medium,13.0,3.46,88.6,0.911,108.5,1080.0,4093.0
Jewelry,Standard,Small,12.1,2.44,73.1,0.343,65.5,483.0,2046.0
Metalware,Premium,Medium,6.2,2.46,52.1,0.827,105.8,900.0,1572.0
Jewelry,Economy,Large,5.9,6.81,52.3,0.396,74.0,768.0,2523.0
Woodwork,Standard,Medium,5.2,2.63,67.4,0.314,91.6,460.0,1658.0
Textile,Economy,Medium,7.2,0.77,70.6,0.372,140.4,280.0,1815.0
Textile,Economy,Small,7.2,5.25,79.2,0.659,64.7,196.0,1311.0
Metalware,Standard,Small,28.1,0.5,49.9,0.365,136.4,402.5,4630.0
Metalware,Standard,Medium,7.9,7.87,75.9,0.788,135.4,575.0,3388.0
Jewelry,Premium,Small,12.7,4.45,51.1,0.49,76.7,756.0,2380.0
Pottery,Standard,Medium,3.8,1.99,52.5,0.678,127.0,138.0,761.0
Painting,Premium,Large,4.1,3.51,94.0,0.276,126.7,720.0,2651.0
Woodwork,Premium,Medium,32.5,4.72,71.3,0.339,135.5,720.0,10099.0
Leatherwork,Economy,Small,15.8,1.16,46.2,0.47,120.1,252.0,2953.0
Painting,Standard,Small,8.9,1.6,79.2,0.852,93.8,201.2,1257.0
Jewelry,Economy,Medium,6.7,4.36,81.8,0.121,105.9,480.0,2742.0
Metalware,Economy,Small,8.4,8.45,76.1,0.263,92.9,280.0,2752.0
Woodwork,Standard,Medium,7.7,4.73,75.5,0.096,110.0,460.0,2843.0
Leatherwork,Standard,Medium,7.8,0.58,20.0,0.719,82.3,517.5,855.0
Woodwork,Premium,Small,7.4,4.28,51.2,0.271,109.3,504.0,2101.0
Leatherwork,Economy,Medium,22.3,7.5,68.6,0.593,109.7,360.0,5684.0
Textile,Standard,Medium,7.7,2.64,52.2,0.108,148.3,402.5,2851.0
Pottery,Standard,Medium,6.5,5.87,82.5,0.9,140.6,138.0,1545.0
Pottery,Standard,Large,31.4,6.75,58.6,0.33,143.3,220.8,9104.0
Textile,Economy,Large,9.0,3.06,80.3,0.727,79.4,448.0,1713.0
Painting,Standard,Medium,8.4,4.28,76.6,0.664,107.0,287.5,1827.0
Leatherwork,Standard,Medium,7.3,4.42,79.9,0.404,87.6,517.5,2187.0
Leatherwork,Premium,Medium,18.9,1.36,92.2,0.576,98.8,810.0,4214.0
Painting,Economy,Medium,17.7,3.53,55.0,0.897,96.7,200.0,2405.0
BambooCane,Premium,Medium,6.1,0.88,59.8,0.36,76.6,270.0,942.0
Jewelry,Standard,Small,8.9,4.51,70.3,0.784,136.8,483.0,3077.0
Pottery,Standard,Large,13.3,1.76,53.4,0.873,130.4,220.8,1992.0
Pottery,Standard,Small,5.9,0.5,86.4,0.695,126.6,96.6,998.0
Jewelry,Standard,Medium,4.6,3.5,99.4,0.648,105.9,690.0,1790.0
Textile,Economy,Large,7.0,0.5,84.4,0.922,75.3,448.0,999.0
Pottery,Economy,Medium,9.2,3.24,77.4,0.547,69.3,96.0,1090.0
Woodwork,Economy,Large,11.7,3.63,83.0,0.191,111.3,512.0,3819.0
Leatherwork,Economy,Large,11.6,2.7,76.3,0.897,146.8,576.0,3110.0
BambooCane,Standard,Medium,4.5,6.47,65.3,0.833,91.8,172.5,981.0
Metalware,Premium,Medium,5.1,4.21,69.7,0.183,92.2,900.0,2825.0
Painting,Economy,Small,8.3,1.52,71.7,0.551,140.8,140.0,1841.0
Pottery,Economy,Medium,12.5,3.35,83.1,0.79,120.4,96.0,2584.0
Metalware,Economy,Medium,8.1,2.67,60.6,0.374,128.0,400.0,2033.0
Woodwork,Premium,Large,4.3,1.39,64.0,0.223,79.3,1152.0,2429.0
Textile,Standard,Medium,5.7,3.93,75.3,0.206,100.5,402.5,1879.0
Woodwork,Standard,Medium,13.4,1.97,94.1,0.543,67.6,460.0,2289.0
Pottery,Standard,Medium,14.4,5.95,55.7,0.236,62.3,138.0,2059.0
Metalware,Standard,Small,3.6,6.63,86.1,0.865,130.8,402.5,1457.0
Leatherwork,Premium,Medium,9.9,8.31,53.2,0.598,73.4,810.0,2971.0
Painting,Economy,Medium,2.1,8.6,49.6,0.424,69.6,200.0,758.0
Painting,Premium,Medium,16.6,1.35,75.3,0.333,108.7,450.0,3324.0
Metalware,Economy,Small,17.1,3.98,98.6,0.64,74.6,280.0,2776.0
Metalware,Premium,Medium,8.4,1.2,83.5,0.36,77.3,900.0,2476.0
Leatherwork,Premium,Medium,6.3,2.57,89.7,0.556,90.8,810.0,2110.0
Textile,Premium,Small,7.1,4.33,65.0,0.751,64.6,441.0,1470.0
Leatherwork,Standard,Small,5.4,2.6,72.5,0.6,90.8,362.2,1342.0
Jewelry,Standard,Medium,5.3,3.41,83.7,0.656,93.0,690.0,1889.0
Painting,Standard,Small,7.7,4.46,65.9,0.262,116.1,201.2,2143.0
Woodwork,Standard,Small,11.9,4.65,43.2,0.118,67.5,322.0,2069.0
Metalware,Premium,Medium,7.5,1.26,73.6,0.626,133.0,900.0,2334.0
Painting,Economy,Medium,18.9,0.95,70.7,0.725,91.5,200.0,1980.0
BambooCane,Premium,Small,14.0,4.27,71.2,0.644,135.5,189.0,3111.0
Pottery,Premium,Medium,9.2,3.28,100.0,0.505,146.5,216.0,2891.0
Jewelry,Economy,Medium,19.0,5.55,91.8,0.424,71.5,480.0,3979.0
Painting,Economy,Medium,1.9,2.27,65.6,0.893,129.3,200.0,576.0
Woodwork,Economy,Small,11.9,3.76,57.9,0.081,114.3,224.0,2678.0
Painting,Standard,Medium,1.4,2.55,88.4,0.421,115.2,287.5,799.0
Painting,Standard,Medium,12.7,4.03,78.8,0.263,60.2,287.5,1929.0
Textile,Premium,Large,9.3,1.12,56.7,0.664,70.9,1008.0,1907.0
Textile,Premium,Small,1.7,4.4,77.9,0.517,70.8,441.0,952.0
Pottery,Premium,Small,8.2,4.13,100.0,0.828,63.4,151.2,1066.0
Pottery,Premium,Small,5.8,0.62,95.1,0.486,67.7,151.2,883.0
Textile,Standard,Medium,9.4,3.25,97.9,0.465,136.3,402.5,3402.0
Painting,Standard,Medium,5.8,1.95,87.9,0.686,125.8,287.5,1243.0
Leatherwork,Standard,Medium,2.4,4.37,99.0,0.654,79.6,517.5,1136.0
Pottery,Premium,Medium,7.8,4.86,61.3,0.873,113.6,216.0,1703.0
Metalware,Standard,Small,5.2,3.54,50.7,0.792,119.0,402.5,1214.0
Textile,Economy,Small,8.7,3.66,70.7,0.5,141.7,196.0,2308.0
Textile,Standard,Medium,12.2,3.75,60.5,0.687,86.8,402.5,2137.0
Jewelry,Economy,Medium,8.0,3.29,69.6,0.329,130.1,480.0,2839.0
Woodwork,Standard,Medium,1.0,2.31,72.7,0.677,127.4,460.0,912.0
BambooCane,Standard,Large,1.9,5.24,75.4,0.249,126.3,276.0,994.0
Textile,Standard,Small,14.9,3.27,79.1,0.565,102.6,281.7,2916.0
Pottery,Standard,Small,4.1,3.61,57.8,0.528,124.5,96.6,943.0
Painting,Premium,Large,15.2,2.53,80.1,0.27,128.9,720.0,4760.0
Pottery,Standard,Small,3.8,2.78,88.9,0.05,122.8,96.6,1270.0
Jewelry,Standard,Medium,7.7,3.7,74.2,0.657,110.0,690.0,2517.0
Textile,Standard,Small,19.8,1.49,80.1,0.944,132.3,281.7,3025.0
Leatherwork,Premium,Large,16.8,4.29,73.2,0.347,78.2,1296.0,4859.0
BambooCane,Economy,Medium,10.4,2.25,78.7,0.702,126.5,120.0,2245.0
Pottery,Standard,Medium,13.5,1.29,85.2,0.05,149.0,138.0,3823.0
Textile,Standard,Small,9.5,2.83,94.0,0.583,83.6,281.7,1888.0
Jewelry,Premium,Medium,7.8,2.72,69.0,0.452,84.2,1080.0,2658.0
BambooCane,Economy,Small,2.5,4.46,45.9,0.522,131.5,84.0,685.0
Pottery,Premium,Large,12.3,4.55,80.8,0.095,116.4,345.6,3396.0
Metalware,Economy,Large,18.2,3.8,78.6,0.836,141.5,640.0,4438.0
Metalware,Standard,Large,15.3,6.02,91.1,0.577,82.7,920.0,4679.0
Jewelry,Premium,Medium,14.1,1.7,62.0,0.233,68.3,1080.0,3083.0
Textile,Standard,Small,10.0,4.79,76.4,0.526,124.2,281.7,2824.0
Metalware,Standard,Large,4.5,2.38,91.0,0.896,62.5,920.0,1860.0
Painting,Premium,Large,8.4,4.07,91.9,0.638,75.9,720.0,2607.0
Metalware,Economy,Small,7.3,5.22,83.3,0.604,102.4,280.0,2002.0
Painting,Standard,Medium,6.9,4.89,72.8,0.47,141.7,287.5,2358.0
Pottery,Standard,Large,2.9,5.67,37.0,0.232,73.0,220.8,799.0
Leatherwork,Standard,Large,14.7,5.92,55.5,0.203,119.0,828.0,5925.0
Jewelry,Standard,Small,4.6,6.67,47.4,0.679,98.4,483.0,1349.0
Textile,Economy,Medium,11.2,4.46,47.4,0.448,96.8,280.0,2014.0
Jewelry,Economy,Small,12.3,3.51,59.2,0.752,102.1,336.0,2038.0
BambooCane,Economy,Medium,12.0,2.48,83.4,0.491,99.2,120.0,1835.0
Pottery,Economy,Medium,8.9,3.37,59.8,0.436,142.2,96.0,2401.0
Pottery,Economy,Small,7.4,3.42,86.5,0.331,120.1,67.2,1771.0
Jewelry,Standard,Medium,13.9,2.69,85.7,0.76,139.6,690.0,3318.0
Metalware,Economy,Large,20.6,2.33,57.3,0.759,63.1,640.0,2412.0
Jewelry,Premium,Large,7.2,3.14,66.8,0.542,132.9,1728.0,3992.0
Jewelry,Economy,Medium,4.6,2.52,75.0,0.255,133.8,480.0,1933.0
Woodwork,Economy,Medium,12.7,5.48,70.8,0.79,66.6,320.0,1842.0
Painting,Economy,Small,12.2,2.07,57.9,0.418,65.1,140.0,1421.0
Painting,Standard,Large,3.3,8.05,88.4,0.16,104.3,460.0,2218.0
Painting,Standard,Small,10.5,2.89,78.6,0.065,105.3,201.2,2399.0
Pottery,Economy,Medium,8.2,2.46,63.2,0.745,98.0,96.0,1057.0
Leatherwork,Economy,Small,10.4,6.98,85.8,0.827,125.9,252.0,3011.0
Leatherwork,Standard,Small,19.2,6.52,66.9,0.769,125.1,362.2,4737.0
Metalware,Economy,Large,7.7,4.46,67.5,0.744,108.1,640.0,2321.0
BambooCane,Economy,Medium,7.7,3.43,45.3,0.553,98.7,120.0,1154.0
Woodwork,Premium,Large,9.8,3.25,66.0,0.575,97.3,1152.0,2778.0
Metalware,Standard,Medium,15.4,1.43,77.3,0.731,95.3,575.0,2491.0
Metalware,Economy,Small,11.4,1.46,62.1,0.062,77.5,280.0,2029.0
Painting,Economy,Small,5.9,8.04,71.9,0.832,100.6,140.0,1322.0
Metalware,Economy,Large,33.4,3.84,51.5,0.439,97.7,640.0,5659.0
Metalware,Premium,Medium,10.9,3.22,64.5,0.541,140.3,900.0,4056.0
Leatherwork,Premium,Large,4.7,2.85,82.7,0.152,143.6,1296.0,4078.0
Painting,Economy,Small,28.6,3.0,90.3,0.513,146.7,140.0,7878.0
Metalware,Standard,Medium,10.5,6.78,58.9,0.455,67.3,575.0,2352.0
Woodwork,Standard,Medium,10.8,5.43,74.4,0.508,86.0,460.0,2607.0
Jewelry,Standard,Medium,10.4,6.68,77.0,0.586,98.0,690.0,3043.0
Woodwork,Economy,Large,1.0,3.12,84.4,0.64,62.7,512.0,1081.0
Leatherwork,Economy,Large,14.7,6.16,46.4,0.082,119.2,576.0,4660.0
Jewelry,Economy,Large,11.7,7.75,89.5,0.282,86.3,768.0,4566.0
Leatherwork,Economy,Small,9.6,4.01,94.4,0.454,130.4,252.0,3375.0
Painting,Premium,Medium,6.2,2.46,79.0,0.605,137.5,450.0,1787.0
Leatherwork,Premium,Large,4.6,3.13,77.4,0.286,120.6,1296.0,3555.0
Metalware,Economy,Small,19.8,1.12,83.5,0.8,119.3,280.0,3365.0
Leatherwork,Economy,Large,2.9,4.77,65.1,0.261,148.0,576.0,2045.0
Painting,Standard,Small,7.0,3.18,61.1,0.815,133.0,201.2,1431.0
Woodwork,Premium,Medium,9.8,1.21,88.4,0.428,79.1,720.0,2188.0
BambooCane,Standard,Medium,5.5,1.9,89.3,0.355,88.2,172.5,1136.0
Leatherwork,Economy,Large,12.7,3.57,72.6,0.384,70.1,576.0,2543.0
Leatherwork,Premium,Small,17.4,2.19,66.5,0.236,129.2,567.0,4104.0
